Biography,Category,Spacy_NER,Stanza_NER
"Hugh Acheson (born November 5, 1971) is a Canadian-born chef and restaurateur. He owns four restaurants in Georgia, and serves as a judge on the reality cooking competition show Top Chef, and as an Iron Chef on Iron Chef Canada.",Chefs,"[('Malcolm Scott Carpenter', 'PERSON'), ('May 1, 1925 – October 10, 2013', 'DATE'), ('American', 'NORP'), ('one', 'CARDINAL'), ('Mercury', 'ORG'), ('Seven', 'CARDINAL'), ('NASA', 'ORG'), ('Project Mercury', 'ORG'), ('April 1959', 'DATE'), ('Carpenter', 'PERSON'), ('second', 'ORDINAL'), ('American', 'NORP'), ('John Glenn', 'PERSON'), ('Earth', 'LOC'), ('fourth', 'ORDINAL'), ('American', 'NORP'), ('Alan Shepard', 'PERSON'), ('Gus Grissom', 'PERSON'), ('Glenn', 'PERSON'), ('Commissioned', 'ORG'), ('the U.S. Navy', 'ORG'), ('1949', 'DATE'), ('Carpenter', 'PERSON'), ('Lockheed', 'ORG'), ('Soviet Union', 'GPE'), ('China', 'GPE'), ('the Korean War', 'EVENT'), ('the Cold War', 'EVENT'), ('1954', 'DATE'), ('the U.S. Naval Test Pilot School', 'ORG'), ('NAS Patuxent River', 'ORG'), ('Maryland', 'GPE'), ('1958', 'DATE'), ('Air Intelligence Officer of USS Hornet', 'ORG'), ('the Bremerton Navy Yard', 'ORG'), ('Carpenter', 'PERSON'), ('one', 'CARDINAL'), ('Mercury', 'ORG'), ('Seven', 'CARDINAL'), ('Glenn', 'PERSON'), ('Mercury', 'ORG'), ('Atlas 6', 'PRODUCT'), ('Carpenter', 'PERSON'), ('Mercury-Atlas 7', 'ORG'), ('Aurora 7', 'PERSON'), ('250 miles', 'QUANTITY'), ('400 km', 'QUANTITY'), ('Carpenter', 'PERSON'), ('NASA', 'ORG'), ('the U.S. Navy', 'ORG'), ('1965', 'DATE'), ('28 days', 'DATE'), ('California', 'GPE'), ('NASA', 'ORG'), ('the Manned Spacecraft Center', 'ORG'), ('Navy', 'ORG'), ('Deep Submergence Systems Project', 'ORG'), ('1967', 'DATE'), ('Aquanaut Operations', 'ORG'), ('NASA', 'ORG'), ('1967', 'DATE'), ('Navy', 'ORG'), ('1969', 'DATE')]","[('Malcolm Scott Carpenter', 'PERSON'), ('May 1 , 1925', 'DATE'), ('October 10 , 2013', 'DATE'), ('American', 'NORP'), ('one', 'CARDINAL'), ('Mercury Seven', 'PRODUCT'), ('NASA', 'ORG'), ('Project Mercury', 'ORG'), ('April 1959', 'DATE'), ('Carpenter', 'PERSON'), ('second', 'ORDINAL'), ('American', 'NORP'), ('John Glenn', 'PERSON'), ('Earth', 'LOC'), ('fourth', 'ORDINAL'), ('American', 'NORP'), ('Alan Shepard', 'PERSON'), ('Gus Grissom', 'PERSON'), ('Glenn', 'PERSON'), ('the U.S. Navy', 'ORG'), ('1949', 'DATE'), ('Carpenter', 'PERSON'), ('Lockheed P-2 Neptune', 'PRODUCT'), ('Patrol Squadron 6', 'PRODUCT'), ('VP-6', 'PRODUCT'), ('Soviet Union', 'GPE'), ('China', 'GPE'), ('the Korean War', 'EVENT'), ('the Cold War', 'EVENT'), ('1954', 'DATE'), ('the U.S. Naval Test Pilot School', 'ORG'), ('NAS Patuxent River', 'LOC'), ('Maryland', 'GPE'), ('1958', 'DATE'), ('USS Hornet', 'PRODUCT'), ('the Bremerton Navy Yard', 'FAC'), ('The following year', 'DATE'), ('Carpenter', 'PERSON'), ('one', 'CARDINAL'), ('Mercury Seven', 'PRODUCT'), ('Glenn', 'PERSON'), ('Mercury Atlas 6', 'PRODUCT'), ('Carpenter', 'PERSON'), ('Mercury - Atlas 7', 'PRODUCT'), ('Aurora 7', 'FAC'), ('250 miles', 'QUANTITY'), ('400 km', 'QUANTITY'), ('Carpenter', 'PERSON'), ('NASA', 'ORG'), ('U.S. Navy', 'ORG'), ('SEALAB', 'PRODUCT'), ('1965', 'DATE'), ('28 days', 'DATE'), ('California', 'GPE'), ('SEALAB II', 'EVENT'), ('NASA', 'ORG'), ('the Manned Spacecraft Center', 'ORG'), ('Navy', 'ORG'), ('Deep Submergence Systems Project', 'ORG'), ('1967', 'DATE'), ('Aquanaut Operations for SEALAB III', 'ORG'), ('NASA', 'ORG'), ('1967', 'DATE'), ('Navy', 'ORG'), ('1969', 'DATE')]"
"Jon Hill (c. 1954) is an American chef who was White House Executive Chef from October 1, 1987, to January 7, 1988. He was the first American-born chef to serve in the capacity.",Chefs,"[('Bernard Anthony Harris Jr.', 'PERSON'), ('June 26, 1956', 'DATE'), ('NASA', 'ORG'), ('February 9, 1995', 'DATE'), ('Harris', 'PERSON'), ('first', 'ORDINAL'), ('African American', 'NORP'), ('second', 'ORDINAL'), ('two', 'CARDINAL')]","[('Bernard Anthony Harris Jr.', 'PERSON'), ('June 26 , 1956', 'DATE'), ('NASA', 'ORG'), ('February 9 , 1995', 'DATE'), ('Harris', 'PERSON'), ('first', 'ORDINAL'), ('African American', 'NORP'), ('second', 'ORDINAL'), ('two', 'CARDINAL'), ('Space Shuttle', 'PRODUCT')]"
"Jonnie Boer (born January 9, 1965 in Giethoorn) is a Dutch Michelin star winning head chef and co-owner of the restaurant De Librije in Zwolle, Netherlands. Together with his wife and business partner Thérèse Boer he runs the 3-starred De Librije (in 16th century monastery library building) and Librije's Winkel (cooking shop)They also own Librije's Hotel and Librije's Atelier (cook- and wine school), all located in a former women prison. In 1989 Boer became head chef at De Librije. In 1992 he and his wife bought the restaurant. Michelin awarded the first star in 1993. Five years later Michelin awarded Jonnie Boer his second star. In 2004 Boer was awarded his third star. Jonnie Boer uses nature as his source of inspiration to develop new dishes, but also as basis of his cooking.",Chefs,"[('Scott Peacock', 'PERSON'), ('1963', 'DATE'), ('American', 'NORP'), ('Southern', 'NORP')]","[('Scott Peacock', 'PERSON'), ('1963', 'DATE'), ('American', 'NORP'), ('Southern', 'NORP')]"
"Jonny Lake is a Canadian chef who was the Executive Head Chef at The Fat Duck, a three Michelin starred restaurant in Bray, Berkshire for twelve years. In late 2019 he opened Trivet, a restaurant, wine bar and cellar with former Fat Duck master sommelier Isa Bal in the Snowsfields Yard development at London Bridge.",Chefs,"[('Brent Ward Jett Jr.', 'PERSON'), ('October 5, 1958', 'DATE'), ('USN', 'ORG'), ('Ret', 'ORG'), ('American', 'NORP'), ('NASA', 'ORG')]","[('Brent Ward Jett Jr.', 'PERSON'), ('October 5 , 1958', 'DATE'), ('Capt , USN', 'ORG'), ('Ret .', 'GPE'), ('American', 'NORP'), ('NASA', 'ORG')]"
"Jordi Cruz Mas (born June 29, 1978 in Manresa, Barcelona) is a Spanish chef. He is considered one of the best chefs in Spain and directs ABaC kitchen in Barcelona.",Chefs,"[('Dennis Anthony Tito', 'PERSON'), ('August 8, 1940', 'DATE'), ('American', 'NORP'), ('mid-2001', 'DATE'), ('first', 'ORDINAL'), ('nearly eight days', 'DATE'), ('ISS', 'ORG'), ('EP-1', 'PRODUCT'), ('the International Space Station', 'ORG'), ('Soyuz TM-32', 'PRODUCT'), ('Soyuz TM-31', 'PRODUCT')]","[('Dennis Anthony Tito', 'PERSON'), ('August 8 , 1940', 'DATE'), ('American', 'NORP'), ('mid-2001', 'DATE'), ('first', 'ORDINAL'), ('nearly eight days', 'DATE'), ('ISS EP-1', 'ORG'), ('the International Space Station', 'FAC'), ('Soyuz', 'PRODUCT'), ('TM-32', 'PRODUCT'), ('Soyuz TM-31', 'PRODUCT')]"
"Jordi Roca i Fontané (born 1978, Girona, Catalonia, Spain) is the pastry chef of the restaurant El Celler de Can Roca. In 2014 he won the inaugural ""World's Best Pastry Chef"" award from Restaurant magazine. In April 2018, an episode of Chef's Table: Pastry featuring Jordi debuted on Netflix. He suffers from dystonia, a neurological disease that has left him permanently hoarse.",Chefs,"[('Satwant Singh ""Sat"" Bains', 'PERSON'), ('28', 'CARDINAL'), ('February 1971', 'DATE'), ('English', 'LANGUAGE'), ('two', 'CARDINAL'), ('Michelin', 'PERSON'), ('Restaurant Sat Bains', 'PERSON'), ('Nottingham', 'GPE'), ('England', 'GPE'), ('the Roux Scholarship', 'ORG'), ('1999', 'DATE'), ('France', 'GPE'), ('UK', 'GPE'), ('BBC', 'ORG'), ('Great British Menu', 'ORG'), ('2007', 'DATE')]","[('Satwant Singh "" Sat "" Bains', 'PERSON'), ('28 February 1971', 'DATE'), ('English', 'LANGUAGE'), ('two', 'CARDINAL'), ('Michelin', 'ORG'), ('Restaurant Sat Bains', 'FAC'), ('Nottingham', 'GPE'), ('England', 'GPE'), ('the Roux Scholarship', 'WORK_OF_ART'), ('1999', 'DATE'), ('France', 'GPE'), ('UK', 'GPE'), ('Bains', 'PERSON'), ('one', 'CARDINAL'), ('BBC', 'ORG'), ('Great British Menu', 'WORK_OF_ART'), ('2007', 'DATE')]"
"Joseph 'JJ' Johnson (born August 1, 1984) is a winning chef and author best known for cooking the food of the African Diaspora. He is a Chef on Buzzfeed's Tasty platform and a television host on Just Eats with Chef JJ airing on TV One's new network Cleo TV. Chef JJ is the founder of Ingrained Hospitality Concepts LLC, a collaboration of industry professionals dedicated to creating great restaurants while sharing international cuisine with amazing hospitality. The group recently opened FIELDTRIP a study of rice and grains. The quick-casual rice bowl shop in Harlem highlights rice traditions from around the world with globally-inspired flavors and techniques. Chef JJ's signature style was inspired by the Caribbean tastes he grew up with, inspiration from his travels and his signature R+B and hip-hop playlist. Chef JJ published his first cookbook in 2018, “Between Harlem and Heaven: Afro-Asian-American Cooking for Big Nights, Weeknights, and Every Day”. He serves on the James Beard Impact Programs Advisory Committee and sits on the junior board of Food Bank for New York City, taking action to end hunger.",Chefs,"[('Boris Vladimirovich Morukov', 'PERSON'), ('Russian', 'NORP'), ('Влади́мирович Моруков', 'PERSON'), ('1 October 1950', 'DATE'), ('January 2015', 'DATE'), ('Russian', 'NORP'), ('the State Research Center RF-Institute for Biomedical Problems', 'ORG'), ('IBMP', 'ORG'), ('the Russian Federal Space Agency', 'ORG'), ('NASA', 'ORG')]","[('Boris Vladimirovich Morukov', 'PERSON'), ('Russian', 'NORP'), ('1 October 1950', 'DATE'), ('1 January 2015', 'DATE'), ('Russian', 'NORP'), ('the State Research Center RF - Institute for Biomedical Problems', 'ORG'), ('IBMP', 'ORG'), ('the Russian Federal Space Agency', 'ORG'), ('NASA Space Shuttle', 'ORG'), ('STS-106', 'PRODUCT')]"
"Josh Emett is a chef from New Zealand. He is co-owner of Onslow restaurant at 9 Princes st Auckland and The Oyster Inn on Waiheke Island with his wife Helen. He is the co-founder of Rata restaurant in Queenstown and restaurant chain Go-To Collection which includes Madam Woo, and Hawker and Roll. Emett worked for Gordon Ramsay for over 10 years, and has been a judge on MasterChef New Zealand.",Chefs,"[('Peter Siebold', 'PERSON'), ('1971', 'DATE'), ('Scaled', 'ORG'), ('Composites', 'PRODUCT'), ('SpaceShipOne', 'ORG'), ('SpaceShipTwo', 'ORG'), ('April 8, 2004', 'DATE'), ('Siebold', 'PERSON'), ('second', 'ORDINAL'), ('SpaceShipOne', 'ORG'), ('Mach 1.6', 'PERSON'), ('32.0 kilometres', 'QUANTITY'), ('105,000 ft', 'QUANTITY'), ('October 31, 2014', 'DATE'), ('Siebold', 'PERSON'), ('Michael Alsbury', 'PERSON'), ('Alsbury', 'PERSON'), ('Siebold', 'PRODUCT')]","[('Peter Siebold', 'PERSON'), ('1971', 'DATE'), ('Scaled Composites', 'ORG'), ('Flight Operations', 'ORG'), ('one', 'CARDINAL'), ('SpaceShipOne', 'PRODUCT'), ('SpaceShipTwo', 'PRODUCT'), ('April 8 , 2004', 'DATE'), ('Siebold', 'ORG'), ('second', 'ORDINAL'), ('SpaceShipOne', 'PRODUCT'), ('13P', 'PRODUCT'), ('Mach 1.6', 'QUANTITY'), ('32.0 kilometres', 'QUANTITY'), ('105,000 ft', 'QUANTITY'), ('October 31 , 2014', 'DATE'), ('Siebold', 'PERSON'), ('Michael Alsbury', 'PERSON'), ('SpaceShipTwo VSS Enterprise', 'PRODUCT'), ('PF04', 'PRODUCT'), ('Alsbury', 'PERSON'), ('Siebold', 'PERSON')]"
"Joyce Chen (née Liao Chia-ai Chinese: 廖家艾; pinyin: Liào Jiā'ài; Wade–Giles: Liao Chia-ai, September 14, 1917 – August 23, 1994) was a Chinese-American chef, restaurateur, author, television personality, and entrepreneur. Joyce Chen was credited with popularizing northern-style Chinese cuisine in the United States, coining the name ""Peking Raviolis"" for potstickers, inventing and holding a design patent for a flat bottom wok with handle (also known as a stir fry pan), and developing the first line of bottled Chinese stir fry sauces for the US market. Starting in 1958, she operated several popular Chinese restaurants in Cambridge, Massachusetts. Chen was diagnosed with dementia in 1985, and died in 1994. Her accomplishments and influence on American cuisine were honored by the US Postal Service and by the city of Cambridge.",Chefs,"[('Josh Aaron Cassada', 'PERSON'), ('July 18, 1973', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG'), ('NASA', 'ORG'), ('2013', 'DATE'), ('Cassada', 'ORG'), ('the US Navy', 'ORG'), ('3,500 hours', 'TIME'), ('more than 40', 'CARDINAL'), ('23', 'CARDINAL'), ('August 2018', 'DATE'), ('Cassada', 'ORG'), ('CTS-1', 'PERSON'), ('first', 'ORDINAL'), ('Boeing', 'ORG'), ('Starliner', 'PERSON'), ('Crew-5', 'PRODUCT')]","[('Josh Aaron Cassada', 'PERSON'), ('July 18 , 1973', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG'), ('NASA', 'ORG'), ('2013', 'DATE'), ('Cassada', 'ORG'), ('the US Navy', 'ORG'), ('3,500 hours', 'TIME'), ('more than 40', 'CARDINAL'), ('23', 'CARDINAL'), ('August 2018', 'DATE'), ('Cassada', 'ORG'), ('CTS-1', 'ORG'), ('first', 'ORDINAL'), ('Boeing', 'ORG'), ('CST-100 Starliner', 'PRODUCT'), ('SpaceX Crew-5', 'ORG')]"
"Joyce Goldstein (born July 17, 1935) is an American chef, who is a two time James Beard Foundation Award winner. She ran the influential San Francisco-based restaurant Square One between 1984 and 1996.",Chefs,"[('Ronald John Garan Jr.', 'PERSON'), ('October 30, 1961', 'DATE'), ('NASA', 'ORG'), ('State University of New York College', 'ORG'), ('Oneonta', 'ORG'), ('1982', 'DATE'), ('the Air Force', 'ORG'), ('1984', 'DATE'), ('F-16', 'PRODUCT'), ('Desert Shield', 'PERSON'), ('Desert Storm', 'PERSON'), ('FTS', 'ORG'), ('first', 'ORDINAL'), ('May 2008', 'DATE'), ('the International Space Station', 'ORG'), ('ISS', 'ORG'), ('April 4, 2011', 'DATE'), ('six-month', 'DATE'), ('Expedition 27', 'LAW')]","[('Ronald John Garan Jr.', 'PERSON'), ('October 30 , 1961', 'DATE'), ('NASA', 'ORG'), ('State University of New York College', 'ORG'), ('Oneonta', 'GPE'), ('1982', 'DATE'), ('the Air Force', 'ORG'), ('Second', 'ORDINAL'), ('1984', 'DATE'), ('F-16', 'ORG'), ('Desert Shield', 'LOC'), ('Desert Storm', 'LOC'), ('40th', 'ORDINAL'), ('Flight Test Squadron', 'ORG'), ('FTS', 'ORG'), ('first', 'ORDINAL'), ('May 2008', 'DATE'), ('the International Space Station', 'FAC'), ('ISS', 'ORG'), ('ISS', 'ORG'), ('April 4 , 2011', 'DATE'), ('six - month', 'DATE'), ('27', 'CARDINAL')]"
"Joël Robuchon (French pronunciation: ​[ʒɔɛl ʁɔbyʃɔ̃], 7 April 1945 – 6 August 2018) was a French chef and restaurateur. He was named ""Chef of the Century"" by the guide Gault Millau in 1989, and awarded the Meilleur Ouvrier de France (France's best worker) in cuisine in 1976. He published several cookbooks, two of which have been translated into English, chaired the committee for the Larousse Gastronomique, and hosted culinary television shows in France. He operated more than a dozen restaurants across Bangkok, Bordeaux, Hong Kong, Las Vegas, London, Macau, Monaco, Montreal, Paris, Shanghai, Singapore, Taipei, Tokyo, and New York City. His restaurants have been acclaimed, and in 2016 he held 32 Michelin Guide stars among them, the most any restaurateur has ever held.",Chefs,"[('Sarah Grueneberg', 'PERSON'), ('American', 'NORP'), ('Monteverde Restaurant & Pastificio', 'ORG'), ('Chicago', 'GPE'), ('Spiaggia', 'GPE'), ('Michelin', 'PERSON'), ('three years', 'DATE'), ('2017', 'DATE'), ('2017', 'DATE'), ('the Great Lakes', 'LOC'), ('the James Beard Foundation Awards', 'ORG'), ('Grueneberg', 'PERSON'), ('second', 'ORDINAL'), ('the ninth season', 'DATE'), ('the first season', 'DATE'), ('Iron Chef Gauntlet', 'ORG')]","[('Sarah Grueneberg', 'PERSON'), ('American', 'NORP'), ('Monteverde Restaurant & Pastificio', 'ORG'), ('Chicago', 'GPE'), ('Spiaggia', 'ORG'), ('Michelin', 'ORG'), ('three years', 'DATE'), ('2017', 'DATE'), ('2017', 'DATE'), ('Best Chefs', 'WORK_OF_ART'), ('the Great Lakes', 'LOC'), ('the James Beard Foundation Awards', 'ORG'), ('Grueneberg', 'PERSON'), ('second', 'ORDINAL'), ('ninth', 'ORDINAL'), ('Top Chef', 'WORK_OF_ART'), ('first', 'ORDINAL'), ('Iron Chef Gauntlet', 'WORK_OF_ART')]"
"Juan Mari Arzak Arratibel (born July 31, 1942) is a Spanish chef, the owner and chef for Arzak restaurant. He is considered to be one of the great masters of New Basque cuisine. He describes his cooking as ""signature cuisine, Basque cuisine that's evolutionary, investigatory, and avant-garde.""",Chefs,"[('Deniz Melissa Burnham', 'PERSON'), ('October 1, 1985', 'DATE'), ('the United States Navy Reserve', 'ORG'), ('NASA', 'ORG')]","[('Deniz Melissa Burnham', 'PERSON'), ('October 1 , 1985', 'DATE'), ('the United States Navy Reserve', 'ORG'), ('NASA', 'ORG')]"
"Judy Joo is a chef and television personality. She is best known as being the host of Food Network's ""Korean Food Made Simple"" and an Iron Chef UK and her restaurant Seoul Bird in London. Joo splits her time between New York City, London, and Asia.",Chefs,"[(""Brian Todd O'Leary"", 'PERSON'), ('January 27, 1940', 'DATE'), ('July 28, 2011', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG'), ('NASA Astronaut Group 6', 'ORG'), ('the Apollo Applications Program', 'ORG')]","[(""Brian Todd O'Leary"", 'PERSON'), ('January 27 , 1940', 'DATE'), ('July 28 , 2011', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG'), ('NASA Astronaut Group 6', 'ORG'), ('the Apollo Applications Program', 'ORG')]"
"Julia Carolyn Child (née McWilliams; August 15, 1912 – August 13, 2004) was an American cooking teacher, author, and television personality. She is recognized for bringing French cuisine to the American public with her debut cookbook, Mastering the Art of French Cooking, and her subsequent television programs, the most notable of which was The French Chef, which premiered in 1963.",Chefs,"[('Omar Allibhoy', 'PERSON'), ('Spanish', 'NORP'), ('Ferran Adrià', 'PERSON'), ('Jason Atherton', 'PERSON'), ('first', 'ORDINAL'), ('Westfield London', 'FAC'), ('2011', 'DATE')]","[('Omar Allibhoy', 'PERSON'), ('Spanish', 'NORP'), ('elBulli', 'ORG'), ('Ferran Adrià', 'PERSON'), ('Jason Atherton', 'PERSON'), ('the Tapas Revolution', 'ORG'), ('first', 'ORDINAL'), ('Westfield London', 'GPE'), ('2011', 'DATE')]"
"Julien Royer (born 1 September 1982) is a French chef and restaurant owner. He is the Chef-owner of Odette in Singapore and Louise in Hong Kong. in 2019, Odette was awarded the highest distinction of 3 Michelin stars by the Michelin guide. Royer was born in Cantal, Central France to fourth-generation farmers.",Chefs,"[('Ben Shewry', 'PERSON'), ('1977', 'DATE'), ('New Zealand', 'GPE'), ('Attica', 'GPE'), ('Melbourne', 'GPE')]","[('Ben Shewry', 'PERSON'), ('1977', 'DATE'), ('New Zealand', 'GPE'), ('Attica', 'GPE'), ('Melbourne', 'GPE')]"
"Juliet Corson (January 14, 1841 – June 18, 1897) was a leader in cookery education in the latter half of the 19th century in the United States. She contributed to a weekly column in the New York Times that ran for five years, 1875–1880.",Chefs,"[('December 17, 1976', 'DATE'), ('American', 'NORP'), ('the third season', 'DATE'), ('the Gordon Ramsay', 'FAC')]","[('Rahman "" Rock "" Harper', 'PERSON'), ('December 17 , 1976', 'DATE'), ('American', 'NORP'), ('third', 'ORDINAL'), ('Gordon Ramsay', 'PERSON'), (""Hell 's Kitchen"", 'WORK_OF_ART')]"
"Beverly Kim is a James Beard Award-winning chef and restaurateur who was a contestant on Top Chef in 2011 and co-owns the Michelin-starred Parachute in Chicago. In 2019, Kim opened neighboring restaurant Wherewithall with her husband Johnny Clark.",Chefs,"[('Boris Valentinovich Volynov', 'PERSON'), ('Russian', 'NORP'), ('Валенти́нович', 'NORP'), ('18 December 1934', 'DATE'), ('Soviet', 'NORP'), ('two', 'CARDINAL'), ('Soyuz', 'PRODUCT'), ('Soyuz 5', 'PRODUCT'), ('Soyuz', 'PRODUCT'), ('Alexei Leonov', 'PERSON'), ('October 2019', 'DATE'), ('first', 'ORDINAL'), ('Jew', 'NORP')]","[('Boris Valentinovich Volynov', 'PERSON'), ('Russian', 'NORP'), ('18 December 1934', 'DATE'), ('Soviet', 'NORP'), ('two', 'CARDINAL'), ('Soyuz', 'PRODUCT'), ('Soyuz 5', 'PRODUCT'), ('Soyuz 21', 'PRODUCT'), ('Alexei Leonov', 'PERSON'), ('October 2019', 'DATE'), ('first', 'ORDINAL'), ('Jew', 'NORP')]"
"Patrick O’Connell is the chef and proprietor of the Inn at Little Washington, a country inn and restaurant in the town of Washington, Virginia.",Chefs,"[('Boris Dmitriyevich Andreyev', 'PERSON'), ('Russian', 'NORP'), ('6 October 1940 - 9 July 2021', 'DATE'), ('Soviet', 'NORP'), ('1983', 'DATE')]","[('Boris Dmitriyevich Andreyev', 'PERSON'), ('Russian', 'NORP'), ('6 October 1940 - 9 July 2021', 'DATE'), ('Soviet', 'NORP'), ('1983', 'DATE')]"
"Paul Ainsworth (born 1979) is a British chef from Southampton, England. He is chef-patron at Paul Ainsworth at Number 6 in Padstow, Cornwall which was awarded a Michelin star in 2013 and has four AA Rosettes. After studying at catering college, Ainsworth worked for Gary Rhodes, Gordon Ramsay and Marcus Wareing.",Chefs,"[('Anna Menon', 'PERSON'), ('American', 'NORP'), ('Polaris Dawn', 'PERSON'), ('Menon', 'PERSON'), ('NASA', 'ORG'), ('seven years', 'DATE')]","[('Anna Menon', 'PERSON'), ('American', 'NORP'), ('Polaris Dawn', 'ORG'), ('Menon', 'PERSON'), ('NASA', 'ORG'), ('seven years', 'DATE'), ('SpaceX', 'ORG')]"
